662.1	0.727	847.3	0.6884	819.317	0.6903							605.017	0.7252	796.733	0.6902	842.9	0.6923	393.633	0.7984	476.717	0.8033	487.8	0.7907
663.1	0.7278	848.3	0.6948	820.317	0.7002							606.033	0.7242	797.733	0.6925	843.9	0.6963	394.633	0.8035			488.8	0.7968
664.1	0.7322	849.3	0.6947	821.317	0.705							607.033	0.7299	798.733	0.6994	844.9	0.6957					489.8	0.7995
665.1	0.7402	850.3	0.6974	822.317	0.7018							608.033	0.7298	799.733	0.6986	845.917	0.6996						
666.1	0.7447	851.3	0.6956	823.317	0.7085							609.033	0.7349	800.733	0.7	846.917	0.6969						
667.1	0.7391	852.3	0.7057	824.317	0.7064							610.033	0.7403	801.733	0.7019	847.917	0.7053						
668.1	0.7519	853.3	0.704	825.317	0.7068							611.033	0.7466	802.733	0.706	848.917	0.7059						
669.1	0.7528	854.3	0.7045	826.333	0.718							612.033	0.7483	803.75	0.7061	849.917	0.7014						
670.1	0.7551	855.3	0.7118	827.333	0.7196							613.033	0.7498	804.75	0.7055	850.933	0.7061						
671.1	0.7611	856.3	0.7177	828.333	0.7237							614.033	0.7498	805.75	0.7176	851.933	0.7131						
672.1	0.7651	857.317	0.7158	829.333	0.7232							615.033	0.7578	806.75	0.7179	852.933	0.7173						
673.117	0.7635	858.317	0.7177	830.333	0.7271							616.033	0.7638	807.75	0.7172	853.933	0.7183						
674.117	0.7702	859.317	0.7207	831.333	0.7286							617.033	0.7653	808.75	0.7157	854.933	0.718						
675.117	0.773	860.317	0.7203	832.333	0.7308							618.05	0.7681	809.75	0.7212	855.933	0.7218						
676.117	0.7736	861.317	0.7288	833.333	0.739							619.05	0.7742	810.75	0.724	856.95	0.7209						
677.117	0.7771	862.317	0.7324	834.333	0.7391							620.05	0.7751	811.75	0.727	857.95	0.7253						
678.117	0.782	863.317	0.7321	835.333	0.7405							621.05	0.7746	812.75	0.7304	858.95	0.7288						
679.117	0.7819	864.317	0.738	836.333	0.7395							622.05	0.783	813.75	0.7255	859.95	0.7289						
680.117	0.7892	865.317	0.7378	837.333	0.7471							623.05	0.7893	814.767	0.7388	860.95	0.7333						
681.117	0.7901	866.317	0.7365	838.333	0.7449							624.05	0.793	815.767	0.736	861.967	0.7411						
682.117	0.7969	867.317	0.7466	839.35	0.7486							625.05	0.7922	816.767	0.7408	862.967	0.7421						
683.117	0.7987	868.317	0.7399	840.35	0.7526							626.05	0.7981	817.767	0.7354	863.967	0.7332						
684.133	0.8041	869.333	0.7473	841.35	0.7494							627.05	0.8002	818.767	0.7426	864.967	0.7386						
		870.333	0.7546	842.35	0.7558									819.767	0.7457	865.967	0.7437						
		871.333	0.75	843.35	0.76									820.767	0.7514	866.967	0.746						
		872.333	0.7525	844.35	0.759									821.767	0.7493	867.967	0.7506						
		873.333	0.7564	845.35	0.765									822.783	0.7539	868.967	0.7495						
		874.333	0.7622	846.35	0.7597									823.783	0.751	869.967	0.752						
		875.333	0.7691	847.35	0.7666									824.783	0.7556	870.967	0.7586						
		876.333	0.7681	848.35	0.7743									825.783	0.7543	871.967	0.7568						
		877.333	0.7707	849.35	0.7762									826.783	0.7607	872.983	0.7622						
		878.333	0.7736	850.35	0.7755									827.8	0.7544	873.983	0.7637						
		879.333	0.7728	851.35	0.7714									828.8	0.7632	874.983	0.7646						
		880.333	0.7772	852.367	0.7828									829.8	0.7677	875.983	0.7711						
		881.35	0.7806	853.367	0.7769									830.8	0.7641	876.983	0.7668						
		882.35	0.7774	854.367	0.783									831.8	0.7713	877.983	0.7728						
		883.35	0.7801	855.367	0.7847									832.8	0.7687	878.983	0.7701						
		884.35	0.782	856.367	0.786									833.8	0.7731	879.983	0.7775						
		885.35	0.7875	857.367	0.7891									834.8	0.7703	880.983	0.7823						
		886.35	0.7941	858.367	0.7964									835.8	0.771	882	0.7766						
		887.35	0.7972	859.367	0.793									836.8	0.7802	883	0.7863						
		888.35	0.7968	860.367	0.7921									837.817	0.7804	884	0.7858						
		889.35	0.8013	861.367	0.7932									838.817	0.7829	885	0.7852						
				862.367	0.8045									839.817	0.7841	886	0.793						
														840.817	0.7866	887	0.7895						
														841.817	0.7928	888	0.788						
														842.817	0.7973	889	0.797						
														843.817	0.7937	890	0.7913						
														844.817	0.786	891	0.8044						
														845.817	0.7916								
														846.833	0.7988								
														847.833	0.7985								
														848.833	0.7983								
														849.833	0.8054								
