sec	min	hour	od
7487	124.783	2.079722222	0.7428
7518	125.3	2.088333333	0.7461
7548	125.8	2.096666667	0.7399
7578	126.3	2.105	0.7392
7608	126.8	2.113333333	0.7412
7638	127.3	2.121666667	0.7412
7668	127.8	2.13	0.7404
7698	128.3	2.138333333	0.7454
7729	128.817	2.146944444	0.7431
7759	129.317	2.155277778	0.7411
7789	129.817	2.163611111	0.7409
7819	130.317	2.171944444	0.7428
7849	130.817	2.180277778	0.7432
7880	131.333	2.188888889	0.7417
7910	131.833	2.197222222	0.7386
7940	132.333	2.205555556	0.7444
7970	132.833	2.213888889	0.7403
8000	133.333	2.222222222	0.742
8030	133.833	2.230555556	0.7407
8061	134.35	2.239166667	0.7415
8091	134.85	2.2475	0.7393
8121	135.35	2.255833333	0.7417
8151	135.85	2.264166667	0.7417
8181	136.35	2.2725	0.7398
8211	136.85	2.280833333	0.735
8241	137.35	2.289166667	0.7374
8271	137.85	2.2975	0.7387
8301	138.35	2.305833333	0.7389
8332	138.867	2.314444444	0.7354
8362	139.367	2.322777778	0.7346
8392	139.867	2.331111111	0.737
8422	140.367	2.339444444	0.7398
8452	140.867	2.347777778	0.738
8483	141.383	2.356388889	0.74
8513	141.883	2.364722222	0.7415
8543	142.383	2.373055556	0.7375
8573	142.883	2.381388889	0.7365
8603	143.383	2.389722222	0.738
8633	143.883	2.398055556	0.7403
8663	144.383	2.406388889	0.7392
8693	144.883	2.414722222	0.7372
8723	145.383	2.423055556	0.7365
8754	145.9	2.431666667	0.7416
8784	146.4	2.44	0.7404
8814	146.9	2.448333333	0.742
8844	147.4	2.456666667	0.7416
8875	147.917	2.465277778	0.7401
8905	148.417	2.473611111	0.7401
8935	148.917	2.481944444	0.7396
8965	149.417	2.490277778	0.7339
8996	149.933	2.498888889	0.7338
9026	150.433	2.507222222	0.7388
9056	150.933	2.515555556	0.7367
9086	151.433	2.523888889	0.7403
9116	151.933	2.532222222	0.7416
9146	152.433	2.540555556	0.7389
9176	152.933	2.548888889	0.743
9206	153.433	2.557222222	0.7409
9237	153.95	2.565833333	0.7418
9267	154.45	2.574166667	0.7359
9297	154.95	2.5825	0.735
9327	155.45	2.590833333	0.7382
9357	155.95	2.599166667	0.7354
9387	156.45	2.6075	0.7371
9417	156.95	2.615833333	0.7378
9448	157.467	2.624444444	0.741
9478	157.967	2.632777778	0.7354
9508	158.467	2.641111111	0.7393
9538	158.967	2.649444444	0.7389
9568	159.467	2.657777778	0.7394
9599	159.983	2.666388889	0.7424
9629	160.483	2.674722222	0.7381
9659	160.983	2.683055556	0.7413
9689	161.483	2.691388889	0.7366
9719	161.983	2.699722222	0.7417
9749	162.483	2.708055556	0.7382
9779	162.983	2.716388889	0.7382
9810	163.5	2.725	0.7402
9840	164	2.733333333	0.7388
9870	164.5	2.741666667	0.7396
9901	165.017	2.750277778	0.7396
9931	165.517	2.758611111	0.7408
9961	166.017	2.766944444	0.7399
9991	166.517	2.775277778	0.7405
10021	167.017	2.783611111	0.7392
10051	167.517	2.791944444	0.7403
10082	168.033	2.800555556	0.7436
10112	168.533	2.808888889	0.7441
10142	169.033	2.817222222	0.7407
10173	169.55	2.825833333	0.741
10203	170.05	2.834166667	0.739
10233	170.55	2.8425	0.738
10263	171.05	2.850833333	0.7371
10294	171.567	2.859444444	0.7372
10324	172.067	2.867777778	0.7367
10354	172.567	2.876111111	0.7402
10384	173.067	2.884444444	0.7462
10415	173.583	2.893055556	0.7429
10445	174.083	2.901388889	0.7408
10475	174.583	2.909722222	0.7416
10505	175.083	2.918055556	0.7394
10536	175.6	2.926666667	0.7424
10566	176.1	2.935	0.7444
10596	176.6	2.943333333	0.7426
10626	177.1	2.951666667	0.7407
10657	177.617	2.960277778	0.7399
10687	178.117	2.968611111	0.7411
10717	178.617	2.976944444	0.743
10747	179.117	2.985277778	0.7363
10777	179.617	2.993611111	0.7418
10808	180.133	3.002222222	0.7356
10838	180.633	3.010555556	0.7433
10868	181.133	3.018888889	0.7409
10898	181.633	3.027222222	0.7421
10928	182.133	3.035555556	0.7459
10958	182.633	3.043888889	0.7395
10989	183.15	3.0525	0.7427
11019	183.65	3.060833333	0.742
11049	184.15	3.069166667	0.7439
11079	184.65	3.0775	0.7447
11109	185.15	3.085833333	0.7402
11139	185.65	3.094166667	0.7428
11169	186.15	3.1025	0.7424
11200	186.667	3.111111111	0.742
11230	187.167	3.119444444	0.7411
11260	187.667	3.127777778	0.741
11290	188.167	3.136111111	0.7374
11321	188.683	3.144722222	0.7397
11351	189.183	3.153055556	0.7404
11381	189.683	3.161388889	0.7446
11411	190.183	3.169722222	0.7409
11441	190.683	3.178055556	0.746
11472	191.2	3.186666667	0.7424
11502	191.7	3.195	0.7378
11532	192.2	3.203333333	0.7451
11562	192.7	3.211666667	0.7452
11592	193.2	3.22	0.7456
11622	193.7	3.228333333	0.7422
11653	194.217	3.236944444	0.7474
11683	194.717	3.245277778	0.7401
11713	195.217	3.253611111	0.7423
11743	195.717	3.261944444	0.7452
11773	196.217	3.270277778	0.7483
11803	196.717	3.278611111	0.7462
11834	197.233	3.287222222	0.7488
11864	197.733	3.295555556	0.7453
11894	198.233	3.303888889	0.7464
11924	198.733	3.312222222	0.7493
11955	199.25	3.320833333	0.7521
11985	199.75	3.329166667	0.7413
12015	200.25	3.3375	0.7461
12045	200.75	3.345833333	0.7468
12075	201.25	3.354166667	0.7438
12105	201.75	3.3625	0.7458
12136	202.267	3.371111111	0.7486
12166	202.767	3.379444444	0.7448
12196	203.267	3.387777778	0.7489
12227	203.783	3.396388889	0.7494
12257	204.283	3.404722222	0.7472
12287	204.783	3.413055556	0.7516
12317	205.283	3.421388889	0.7491
12348	205.8	3.43	0.7474
12378	206.3	3.438333333	0.7535
12408	206.8	3.446666667	0.7511
12438	207.3	3.455	0.7539
12468	207.8	3.463333333	0.7476
12498	208.3	3.471666667	0.7483
12529	208.817	3.480277778	0.7487
12559	209.317	3.488611111	0.7523
12589	209.817	3.496944444	0.7523
12619	210.317	3.505277778	0.7533
12650	210.833	3.513888889	0.7546
12680	211.333	3.522222222	0.7518
12710	211.833	3.530555556	0.7529
12741	212.35	3.539166667	0.7489
12771	212.85	3.5475	0.7551
12801	213.35	3.555833333	0.7488
12831	213.85	3.564166667	0.755
12862	214.367	3.572777778	0.7513
12892	214.867	3.581111111	0.7547
12922	215.367	3.589444444	0.7496
12953	215.883	3.598055556	0.7548
12983	216.383	3.606388889	0.7571
13013	216.883	3.614722222	0.7595
13043	217.383	3.623055556	0.7561
13074	217.9	3.631666667	0.7575
13104	218.4	3.64	0.7541
13134	218.9	3.648333333	0.7602
13164	219.4	3.656666667	0.7577
13195	219.917	3.665277778	0.756
13225	220.417	3.673611111	0.7575
13255	220.917	3.681944444	0.7588
13285	221.417	3.690277778	0.7583
13316	221.933	3.698888889	0.7614
13346	222.433	3.707222222	0.7572
13376	222.933	3.715555556	0.7604
13406	223.433	3.723888889	0.7606
13436	223.933	3.732222222	0.7566
13467	224.45	3.740833333	0.7615
13497	224.95	3.749166667	0.7611
13527	225.45	3.7575	0.7638
13557	225.95	3.765833333	0.7624
13587	226.45	3.774166667	0.7631
13617	226.95	3.7825	0.7622
13648	227.467	3.791111111	0.7602
13678	227.967	3.799444444	0.7625
13708	228.467	3.807777778	0.7646
13738	228.967	3.816111111	0.7625
13768	229.467	3.824444444	0.7658
13798	229.967	3.832777778	0.7647
13828	230.467	3.841111111	0.7647
13858	230.967	3.849444444	0.7677
13889	231.483	3.858055556	0.7647
13919	231.983	3.866388889	0.7691
13949	232.483	3.874722222	0.7673
13979	232.983	3.883055556	0.7665
14009	233.483	3.891388889	0.765
14040	234	3.9	0.7696
14070	234.5	3.908333333	0.7668
14101	235.017	3.916944444	0.7681
14131	235.517	3.925277778	0.7683
14161	236.017	3.933611111	0.7752
14191	236.517	3.941944444	0.7635
14222	237.033	3.950555556	0.7682
14252	237.533	3.958888889	0.7729
14282	238.033	3.967222222	0.7706
14313	238.55	3.975833333	0.7764
14343	239.05	3.984166667	0.7689
14373	239.55	3.9925	0.7712
14403	240.05	4.000833333	0.7748
14433	240.55	4.009166667	0.7747
14463	241.05	4.0175	0.7708
14494	241.567	4.026111111	0.7758
14524	242.067	4.034444444	0.7699
14554	242.567	4.042777778	0.7778
14584	243.067	4.051111111	0.7755
14614	243.567	4.059444444	0.7775
14644	244.067	4.067777778	0.7772
14675	244.583	4.076388889	0.7726
14705	245.083	4.084722222	0.7771
14735	245.583	4.093055556	0.7797
14765	246.083	4.101388889	0.7772
14795	246.583	4.109722222	0.7838
14825	247.083	4.118055556	0.7784
14855	247.583	4.126388889	0.7787
14886	248.1	4.135	0.7832
14916	248.6	4.143333333	0.78
14946	249.1	4.151666667	0.7847
14976	249.6	4.16	0.787
15006	250.1	4.168333333	0.7844
15036	250.6	4.176666667	0.7824
15067	251.117	4.185277778	0.7801
15097	251.617	4.193611111	0.7836
15127	252.117	4.201944444	0.7861
15157	252.617	4.210277778	0.7841
15188	253.133	4.218888889	0.7887
15218	253.633	4.227222222	0.789
15248	254.133	4.235555556	0.792
15279	254.65	4.244166667	0.7906
15309	255.15	4.2525	0.7949
15339	255.65	4.260833333	0.7844
15369	256.15	4.269166667	0.7885
15399	256.65	4.2775	0.7922
15429	257.15	4.285833333	0.7932
15460	257.667	4.294444444	0.79
15490	258.167	4.302777778	0.7913
15520	258.667	4.311111111	0.7942
15551	259.183	4.319722222	0.7952
15581	259.683	4.328055556	0.7927
15611	260.183	4.336388889	0.7925
15641	260.683	4.344722222	0.7936
15671	261.183	4.353055556	0.7972
15702	261.7	4.361666667	0.7929
15732	262.2	4.37	0.8006
15762	262.7	4.378333333	0.8018
15792	263.2	4.386666667	0.7962
15823	263.717	4.395277778	0.7995
15853	264.217	4.403611111	0.8011
15883	264.717	4.411944444	0.8064
15913	265.217	4.420277778	0.8014
15943	265.717	4.428611111	0.8048
15974	266.233	4.437222222	0.8041
16004	266.733	4.445555556	0.8083
16034	267.233	4.453888889	0.8037
16065	267.75	4.4625	0.8083
16095	268.25	4.470833333	0.8064
16125	268.75	4.479166667	0.8109
16155	269.25	4.4875	0.812
16185	269.75	4.495833333	0.8079
16215	270.25	4.504166667	0.8093
16245	270.75	4.5125	0.807
16276	271.267	4.521111111	0.814
16306	271.767	4.529444444	0.8117
16336	272.267	4.537777778	0.8119
16367	272.783	4.546388889	0.8134
16397	273.283	4.554722222	0.8107
16427	273.783	4.563055556	0.8133
16457	274.283	4.571388889	0.8113
16488	274.8	4.58	0.809
16518	275.3	4.588333333	0.8096
16548	275.8	4.596666667	0.8158
16578	276.3	4.605	0.8133
16608	276.8	4.613333333	0.8101
16639	277.317	4.621944444	0.8111
16669	277.817	4.630277778	0.8166
16699	278.317	4.638611111	0.8133
16729	278.817	4.646944444	0.8135
16760	279.333	4.655555556	0.8145
16790	279.833	4.663888889	0.8076
16820	280.333	4.672222222	0.8098
16850	280.833	4.680555556	0.8115
16881	281.35	4.689166667	0.8108
16911	281.85	4.6975	0.8158
16941	282.35	4.705833333	0.8146
16971	282.85	4.714166667	2.292
17003	283.383	4.723055556	0.761
17033	283.883	4.731388889	0.7642
17063	284.383	4.739722222	0.7649
17093	284.883	4.748055556	0.7715
17124	285.4	4.756666667	0.7674
17154	285.9	4.765	0.7648
17184	286.4	4.773333333	0.7758
17214	286.9	4.781666667	0.7731
17245	287.417	4.790277778	0.7728
17275	287.917	4.798611111	0.7784
17305	288.417	4.806944444	0.7773
17335	288.917	4.815277778	0.7752
17365	289.417	4.823611111	0.7796
17395	289.917	4.831944444	0.7792
17426	290.433	4.840555556	0.7811
17456	290.933	4.848888889	0.7788
17486	291.433	4.857222222	0.7835
17517	291.95	4.865833333	0.7797
17547	292.45	4.874166667	0.7831
17577	292.95	4.8825	0.7834
17608	293.467	4.891111111	0.7871
17638	293.967	4.899444444	0.7872
17668	294.467	4.907777778	0.7866
17698	294.967	4.916111111	0.7824
17729	295.483	4.924722222	0.7847
17759	295.983	4.933055556	0.7889
17789	296.483	4.941388889	0.7905
17819	296.983	4.949722222	0.782
17850	297.5	4.958333333	0.7859
17880	298	4.966666667	0.7898
17910	298.5	4.975	0.7862
17941	299.017	4.983611111	0.7882
17971	299.517	4.991944444	0.7917
18001	300.017	5.000277778	0.7899
18031	300.517	5.008611111	0.7917
18062	301.033	5.017222222	0.7937
18092	301.533	5.025555556	0.7905
18122	302.033	5.033888889	0.7923
18153	302.55	5.0425	0.7865
18183	303.05	5.050833333	0.7984
18213	303.55	5.059166667	0.7909
18243	304.05	5.0675	0.7898
18274	304.567	5.076111111	0.7934
18304	305.067	5.084444444	0.7935
18334	305.567	5.092777778	0.7926
18364	306.067	5.101111111	0.7944
18395	306.583	5.109722222	0.8005
18425	307.083	5.118055556	0.7991
18455	307.583	5.126388889	0.7939
18486	308.1	5.135	0.7942
18516	308.6	5.143333333	0.7903
18546	309.1	5.151666667	0.802
18577	309.617	5.160277778	0.7909
18607	310.117	5.168611111	0.7979
18638	310.633	5.177222222	0.7903
18668	311.133	5.185555556	0.7966
18698	311.633	5.193888889	0.8004
18728	312.133	5.202222222	0.7979
18759	312.65	5.210833333	0.7965
18789	313.15	5.219166667	0.7976
18819	313.65	5.2275	0.8003
18849	314.15	5.235833333	0.7952
18880	314.667	5.244444444	0.7993
18910	315.167	5.252777778	0.7954
18940	315.667	5.261111111	0.8003
18970	316.167	5.269444444	0.7973
19001	316.683	5.278055556	0.8005
19031	317.183	5.286388889	0.8046
19061	317.683	5.294722222	0.7967
19091	318.183	5.303055556	0.7975
19122	318.7	5.311666667	0.7948
19152	319.2	5.32	0.8048
19182	319.7	5.328333333	0.8001
19212	320.2	5.336666667	0.7971
19243	320.717	5.345277778	0.8014
19273	321.217	5.353611111	0.8057
19303	321.717	5.361944444	0.797
19334	322.233	5.370555556	0.8013
19364	322.733	5.378888889	0.8033
19394	323.233	5.387222222	0.8003
19424	323.733	5.395555556	0.7977
19455	324.25	5.404166667	0.8038
19485	324.75	5.4125	0.8041
19515	325.25	5.420833333	0.7997
19545	325.75	5.429166667	0.8016
19575	326.25	5.4375	0.799
19606	326.767	5.446111111	0.8006
19636	327.267	5.454444444	0.8014
19666	327.767	5.462777778	0.8062
19697	328.283	5.471388889	0.8015
19727	328.783	5.479722222	0.7991
19757	329.283	5.488055556	0.8018
19787	329.783	5.496388889	0.7989
19818	330.3	5.505	0.8041
19848	330.8	5.513333333	0.802
19878	331.3	5.521666667	0.8007
19908	331.8	5.53	0.802
19939	332.317	5.538611111	0.798
19969	332.817	5.546944444	0.7997
19999	333.317	5.555277778	0.7993
20029	333.817	5.563611111	0.8012
20059	334.317	5.571944444	0.8029
20090	334.833	5.580555556	0.8025
20120	335.333	5.588888889	0.7985
20150	335.833	5.597222222	0.7983
20181	336.35	5.605833333	0.8016
20211	336.85	5.614166667	0.8055
20241	337.35	5.6225	0.8001
20271	337.85	5.630833333	0.8036
20301	338.35	5.639166667	0.8016
20332	338.867	5.647777778	0.7979
20362	339.367	5.656111111	0.8
20392	339.867	5.664444444	0.7989
20422	340.367	5.672777778	0.8012
20453	340.883	5.681388889	0.8065
20483	341.383	5.689722222	0.8048
20513	341.883	5.698055556	0.7978
20544	342.4	5.706666667	0.8042
20574	342.9	5.715	0.8
20604	343.4	5.723333333	0.7964
20634	343.9	5.731666667	0.7993
20664	344.4	5.74	0.8011
20695	344.917	5.748611111	0.7982
20725	345.417	5.756944444	0.7954
20755	345.917	5.765277778	0.8013
20786	346.433	5.773888889	0.805
20816	346.933	5.782222222	0.8032
20846	347.433	5.790555556	0.8007
20876	347.933	5.798888889	0.8029
20907	348.45	5.8075	0.7987
20937	348.95	5.815833333	0.7993
20968	349.467	5.824444444	0.8035
20998	349.967	5.832777778	0.8013
21028	350.467	5.841111111	0.7964
21059	350.983	5.849722222	0.8038
21089	351.483	5.858055556	0.7996
21119	351.983	5.866388889	0.8003
21149	352.483	5.874722222	0.8025
21179	352.983	5.883055556	0.8062
21210	353.5	5.891666667	0.8014
21240	354	5.9	0.799
21270	354.5	5.908333333	0.8016
21301	355.017	5.916944444	0.7999
21331	355.517	5.925277778	0.8042
21361	356.017	5.933611111	0.7978
21391	356.517	5.941944444	0.8026
21422	357.033	5.950555556	0.7962
21452	357.533	5.958888889	0.8029
21482	358.033	5.967222222	0.7981
21512	358.533	5.975555556	0.7939
21543	359.05	5.984166667	0.807
21573	359.55	5.9925	0.7991
21603	360.05	6.000833333	0.8032
21633	360.55	6.009166667	0.8007
21664	361.067	6.017777778	0.8049
21694	361.567	6.026111111	0.8054
21724	362.067	6.034444444	0.8017
21755	362.583	6.043055556	0.8033
21785	363.083	6.051388889	0.7993
21815	363.583	6.059722222	0.7992
21846	364.1	6.068333333	0.8008
21876	364.6	6.076666667	0.8053
21906	365.1	6.085	0.804
21936	365.6	6.093333333	0.8032
21967	366.117	6.101944444	0.7977
21997	366.617	6.110277778	0.8001
22027	367.117	6.118611111	0.8045
22057	367.617	6.126944444	0.7994
22088	368.133	6.135555556	0.8004
22118	368.633	6.143888889	0.8007
22148	369.133	6.152222222	0.8001
22178	369.633	6.160555556	0.8032
22209	370.15	6.169166667	0.7993
22239	370.65	6.1775	0.7986
22269	371.15	6.185833333	0.7995
22299	371.65	6.194166667	0.7999
22330	372.167	6.202777778	0.7995
22360	372.667	6.211111111	0.801
22390	373.167	6.219444444	0.8014
22420	373.667	6.227777778	0.8028
22450	374.167	6.236111111	0.8025
22481	374.683	6.244722222	0.8007
22511	375.183	6.253055556	0.8027
22541	375.683	6.261388889	0.8052
22571	376.183	6.269722222	0.8027
22602	376.7	6.278333333	0.8047
22632	377.2	6.286666667	0.8001
22662	377.7	6.295	0.7953
22692	378.2	6.303333333	0.7966
22722	378.7	6.311666667	0.8002
22753	379.217	6.320277778	0.7998
22783	379.717	6.328611111	0.8013
22813	380.217	6.336944444	0.8008
22843	380.717	6.345277778	0.8059
22874	381.233	6.353888889	0.7977
22904	381.733	6.362222222	0.8026
22934	382.233	6.370555556	0.8045
22964	382.733	6.378888889	0.793
22994	383.233	6.387222222	0.8041
23025	383.75	6.395833333	0.7964
23055	384.25	6.404166667	0.798
23085	384.75	6.4125	0.8022
23115	385.25	6.420833333	0.8019
23146	385.767	6.429444444	0.7991
23176	386.267	6.437777778	0.8023
23206	386.767	6.446111111	0.8035
23237	387.283	6.454722222	0.7966
23267	387.783	6.463055556	0.8022
23297	388.283	6.471388889	0.8012
23328	388.8	6.48	0.7938
23358	389.3	6.488333333	0.7996
23388	389.8	6.496666667	0.7983
23418	390.3	6.505	0.804
23449	390.817	6.513611111	0.7975
23479	391.317	6.521944444	0.8067
23509	391.817	6.530277778	0.7975
23540	392.333	6.538888889	0.8026
23570	392.833	6.547222222	0.8096
23600	393.333	6.555555556	0.7979
23631	393.85	6.564166667	0.7966
23661	394.35	6.5725	0.7966
23691	394.85	6.580833333	0.8002
23721	395.35	6.589166667	0.7997
23752	395.867	6.597777778	0.8004
23782	396.367	6.606111111	0.8029
23813	396.883	6.614722222	0.7959
23843	397.383	6.623055556	0.7997
23873	397.883	6.631388889	0.7983
23904	398.4	6.64	0.798
