sec	min	hour	od
5796	96.6	1.61	0.8037
5826	97.1	1.618333333	0.8
5856	97.6	1.626666667	0.7995
5886	98.1	1.635	0.7985
5916	98.6	1.643333333	0.802
5946	99.1	1.651666667	0.8049
5977	99.6167	1.660277778	0.8035
6007	100.117	1.668611111	0.7971
6037	100.617	1.676944444	0.8005
6068	101.133	1.685555556	0.8044
6098	101.633	1.693888889	0.7977
6128	102.133	1.702222222	0.7959
6158	102.633	1.710555556	0.7958
6188	103.133	1.718888889	0.8001
6218	103.633	1.727222222	0.801
6248	104.133	1.735555556	0.7988
6278	104.633	1.743888889	0.7981
6309	105.15	1.7525	0.7947
6339	105.65	1.760833333	0.8025
6369	106.15	1.769166667	0.8027
6399	106.65	1.7775	0.7954
6429	107.15	1.785833333	0.8016
6459	107.65	1.794166667	0.8
6489	108.15	1.8025	0.8037
6519	108.65	1.810833333	0.7991
6550	109.167	1.819444444	0.8
6580	109.667	1.827777778	0.8012
6610	110.167	1.836111111	0.7966
6640	110.667	1.844444444	0.7932
6670	111.167	1.852777778	0.7974
6700	111.667	1.861111111	0.7957
6730	112.167	1.869444444	0.8019
6760	112.667	1.877777778	0.7962
6790	113.167	1.886111111	0.7999
6821	113.683	1.894722222	0.7988
6851	114.183	1.903055556	0.8014
6881	114.683	1.911388889	0.7988
6911	115.183	1.919722222	0.7999
6941	115.683	1.928055556	0.8059
6971	116.183	1.936388889	0.7965
7001	116.683	1.944722222	0.8019
7031	117.183	1.953055556	0.8008
7062	117.7	1.961666667	0.7987
7092	118.2	1.97	0.7961
7122	118.7	1.978333333	0.8044
7152	119.2	1.986666667	0.7958
7182	119.7	1.995	0.7997
7212	120.2	2.003333333	0.7971
7242	120.7	2.011666667	0.7989
7272	121.2	2.02	0.8027
7303	121.717	2.028611111	0.8019
7333	122.217	2.036944444	0.8036
7363	122.717	2.045277778	0.801
7393	123.217	2.053611111	0.8008
7423	123.717	2.061944444	0.7987
7453	124.217	2.070277778	0.7994
7483	124.717	2.078611111	0.8019
7514	125.233	2.087222222	0.7993
7544	125.733	2.095555556	0.8017
7574	126.233	2.103888889	0.7936
7604	126.733	2.112222222	0.7963
7634	127.233	2.120555556	0.7961
7664	127.733	2.128888889	0.8036
7694	128.233	2.137222222	0.8027
7724	128.733	2.145555556	0.796
7755	129.25	2.154166667	0.8002
7785	129.75	2.1625	0.7993
7815	130.25	2.170833333	0.804
7845	130.75	2.179166667	0.7946
7875	131.25	2.1875	0.7986
7905	131.75	2.195833333	0.8031
7935	132.25	2.204166667	0.8051
7965	132.75	2.2125	0.799
7996	133.267	2.221111111	0.8068
8026	133.767	2.229444444	0.8012
8056	134.267	2.237777778	0.8044
8086	134.767	2.246111111	0.7971
8116	135.267	2.254444444	0.7966
8146	135.767	2.262777778	0.801
8176	136.267	2.271111111	0.8011
8206	136.767	2.279444444	0.8004
8237	137.283	2.288055556	0.7978
8267	137.783	2.296388889	0.7957
8297	138.283	2.304722222	0.795
8327	138.783	2.313055556	0.7976
8357	139.283	2.321388889	0.8048
8387	139.783	2.329722222	0.8037
8417	140.283	2.338055556	0.7936
8447	140.783	2.346388889	0.7964
8478	141.3	2.355	0.7967
8508	141.8	2.363333333	0.7985
8538	142.3	2.371666667	0.7965
8568	142.8	2.38	0.7919
8598	143.3	2.388333333	0.8006
8628	143.8	2.396666667	0.8017
8658	144.3	2.405	0.7982
8688	144.8	2.413333333	0.7939
8718	145.3	2.421666667	0.7995
8749	145.817	2.430277778	0.8015
8779	146.317	2.438611111	0.7941
8809	146.817	2.446944444	0.7988
8839	147.317	2.455277778	0.7991
8869	147.817	2.463611111	0.7931
8900	148.333	2.472222222	0.7978
8930	148.833	2.480555556	0.8006
8960	149.333	2.488888889	0.8041
8990	149.833	2.497222222	0.8024
9020	150.333	2.505555556	0.8017
9050	150.833	2.513888889	0.801
9081	151.35	2.5225	0.8065
9111	151.85	2.530833333	0.8025
9141	152.35	2.539166667	0.7986
9171	152.85	2.5475	0.7986
9201	153.35	2.555833333	0.8023
9232	153.867	2.564444444	0.8002
9262	154.367	2.572777778	0.8022
9292	154.867	2.581111111	0.8048
9322	155.367	2.589444444	0.8006
9353	155.883	2.598055556	0.802
9383	156.383	2.606388889	0.7981
9413	156.883	2.614722222	0.811
9444	157.4	2.623333333	0.8073
9474	157.9	2.631666667	0.805
9504	158.4	2.64	0.7965
9534	158.9	2.648333333	0.8029
9564	159.4	2.656666667	0.8073
9594	159.9	2.665	0.7988
9625	160.417	2.673611111	0.7967
9655	160.917	2.681944444	0.8019
9685	161.417	2.690277778	0.7994
9715	161.917	2.698611111	0.7969
9745	162.417	2.706944444	0.8014
9776	162.933	2.715555556	0.7959
9806	163.433	2.723888889	0.807
9836	163.933	2.732222222	0.8062
9866	164.433	2.740555556	0.798
9896	164.933	2.748888889	0.8061
9927	165.45	2.7575	0.8066
9957	165.95	2.765833333	0.8059
9987	166.45	2.774166667	0.8068
10017	166.95	2.7825	0.8067
10048	167.467	2.791111111	0.8045
10078	167.967	2.799444444	0.8029
10108	168.467	2.807777778	0.8027
10138	168.967	2.816111111	0.8013
10169	169.483	2.824722222	0.8041
10199	169.983	2.833055556	0.8113
10229	170.483	2.841388889	0.8036
10259	170.983	2.849722222	0.805
10290	171.5	2.858333333	0.8015
10320	172	2.866666667	0.8051
10350	172.5	2.875	0.7965
10380	173	2.883333333	0.8035
10410	173.5	2.891666667	0.7995
10441	174.017	2.900277778	0.8009
10471	174.517	2.908611111	0.7962
10501	175.017	2.916944444	0.8066
10531	175.517	2.925277778	0.8078
10561	176.017	2.933611111	0.8064
10591	176.517	2.941944444	0.8114
10622	177.033	2.950555556	0.797
10652	177.533	2.958888889	0.8004
10682	178.033	2.967222222	0.7987
10712	178.533	2.975555556	0.8021
10742	179.033	2.983888889	0.8069
10772	179.533	2.992222222	0.8012
10802	180.033	3.000555556	0.806
10833	180.55	3.009166667	0.8045
10863	181.05	3.0175	0.805
10893	181.55	3.025833333	0.8013
10923	182.05	3.034166667	0.8064
10953	182.55	3.0425	0.804
10983	183.05	3.050833333	0.8024
11014	183.567	3.059444444	0.8025
11044	184.067	3.067777778	0.8033
11074	184.567	3.076111111	0.8068
11104	185.067	3.084444444	0.8057
11134	185.567	3.092777778	0.8017
11164	186.067	3.101111111	0.806
11195	186.583	3.109722222	0.8068
11225	187.083	3.118055556	0.8008
11255	187.583	3.126388889	0.8079
11285	188.083	3.134722222	0.7969
11315	188.583	3.143055556	0.808
11345	189.083	3.151388889	0.8024
11376	189.6	3.16	0.7993
11406	190.1	3.168333333	0.8007
11436	190.6	3.176666667	0.8021
11466	191.1	3.185	0.8084
11496	191.6	3.193333333	0.8015
11526	192.1	3.201666667	0.8071
11557	192.617	3.210277778	0.7994
11587	193.117	3.218611111	0.8098
11617	193.617	3.226944444	0.8027
11647	194.117	3.235277778	0.8019
11677	194.617	3.243611111	0.8031
11707	195.117	3.251944444	0.7977
11738	195.633	3.260555556	0.8028
11768	196.133	3.268888889	0.7977
11798	196.633	3.277222222	0.8
11828	197.133	3.285555556	0.7966
11858	197.633	3.293888889	0.8047
11888	198.133	3.302222222	0.8023
11919	198.65	3.310833333	0.8044
11949	199.15	3.319166667	0.8014
11980	199.667	3.327777778	0.8032
12010	200.167	3.336111111	0.7974
12040	200.667	3.344444444	0.8038
12070	201.167	3.352777778	0.8066
12100	201.667	3.361111111	0.7991
12130	202.167	3.369444444	0.8039
12161	202.683	3.378055556	0.8012
12191	203.183	3.386388889	0.8018
12221	203.683	3.394722222	0.8035
12251	204.183	3.403055556	0.8012
12281	204.683	3.411388889	0.7969
12311	205.183	3.419722222	0.8035
12342	205.7	3.428333333	0.8026
12372	206.2	3.436666667	0.8009
12402	206.7	3.445	0.8021
12432	207.2	3.453333333	0.8116
12462	207.7	3.461666667	0.8025
12492	208.2	3.47	0.8036
12523	208.717	3.478611111	0.8022
12553	209.217	3.486944444	0.7985
12583	209.717	3.495277778	0.8066
12613	210.217	3.503611111	0.8017
12643	210.717	3.511944444	0.803
12673	211.217	3.520277778	0.8042
12704	211.733	3.528888889	0.8016
12734	212.233	3.537222222	0.7976
12764	212.733	3.545555556	0.7993
12794	213.233	3.553888889	0.7997
12824	213.733	3.562222222	0.7988
12854	214.233	3.570555556	0.7996
12885	214.75	3.579166667	0.8004
12915	215.25	3.5875	0.7995
12945	215.75	3.595833333	0.8003
12975	216.25	3.604166667	0.7996
13005	216.75	3.6125	0.8061
13035	217.25	3.620833333	0.8021
13066	217.767	3.629444444	0.8055
13096	218.267	3.637777778	0.801
13126	218.767	3.646111111	0.8059
13156	219.267	3.654444444	0.8027
13186	219.767	3.662777778	0.8023
13217	220.283	3.671388889	0.7974
13247	220.783	3.679722222	0.7997
13277	221.283	3.688055556	0.8022
13307	221.783	3.696388889	0.8087
13337	222.283	3.704722222	0.7993
13367	222.783	3.713055556	0.8032
13398	223.3	3.721666667	0.7988
13428	223.8	3.73	0.8007
13458	224.3	3.738333333	0.8009
13488	224.8	3.746666667	0.8004
13518	225.3	3.755	0.8044
13548	225.8	3.763333333	0.8002
13579	226.317	3.771944444	0.7995
13609	226.817	3.780277778	0.8032
13639	227.317	3.788611111	0.7932
13669	227.817	3.796944444	0.8007
13699	228.317	3.805277778	0.8043
13730	228.833	3.813888889	0.8046
13760	229.333	3.822222222	0.7992
13790	229.833	3.830555556	0.7998
13820	230.333	3.838888889	0.8027
13850	230.833	3.847222222	0.7994
13880	231.333	3.855555556	0.8091
13911	231.85	3.864166667	0.8018
13941	232.35	3.8725	0.8075
13971	232.85	3.880833333	0.7986
14001	233.35	3.889166667	0.8042
14031	233.85	3.8975	0.8005
14062	234.367	3.906111111	0.8038
14092	234.867	3.914444444	0.803
14122	235.367	3.922777778	0.8046
14152	235.867	3.931111111	0.8004
14182	236.367	3.939444444	0.8046
14213	236.883	3.948055556	0.7993
14243	237.383	3.956388889	0.8042
14273	237.883	3.964722222	0.8041
14303	238.383	3.973055556	0.7943
14333	238.883	3.981388889	0.8069
14363	239.383	3.989722222	0.7986
14394	239.9	3.998333333	0.7986
14424	240.4	4.006666667	0.8048
14454	240.9	4.015	0.7953
14484	241.4	4.023333333	0.7962
14514	241.9	4.031666667	0.8016
14544	242.4	4.04	0.7985
14575	242.917	4.048611111	0.7988
14605	243.417	4.056944444	0.801
14635	243.917	4.065277778	0.7984
14665	244.417	4.073611111	0.7974
14695	244.917	4.081944444	0.7982
14725	245.417	4.090277778	0.7957
14756	245.933	4.098888889	0.8028
14786	246.433	4.107222222	0.7999
14816	246.933	4.115555556	0.8005
14846	247.433	4.123888889	0.8
14876	247.933	4.132222222	0.7969
14906	248.433	4.140555556	0.8039
14937	248.95	4.149166667	0.8014
14967	249.45	4.1575	0.8035
14997	249.95	4.165833333	0.7986
15027	250.45	4.174166667	0.7992
15057	250.95	4.1825	0.7959
15087	251.45	4.190833333	0.8025
15118	251.967	4.199444444	0.8012
15148	252.467	4.207777778	0.7979
15178	252.967	4.216111111	0.7952
15208	253.467	4.224444444	0.795
15238	253.967	4.232777778	0.8067
15268	254.467	4.241111111	0.8045
15299	254.983	4.249722222	0.8009
15329	255.483	4.258055556	0.7963
15359	255.983	4.266388889	0.8002
15389	256.483	4.274722222	0.8047
15419	256.983	4.283055556	0.7998
15449	257.483	4.291388889	0.7961
15480	258	4.3	0.797
15510	258.5	4.308333333	0.7984
15540	259	4.316666667	0.81
15570	259.5	4.325	0.7988
15600	260	4.333333333	0.7992
15631	260.517	4.341944444	0.8033
15661	261.017	4.350277778	0.8002
15691	261.517	4.358611111	0.8032
15721	262.017	4.366944444	0.7986
15751	262.517	4.375277778	0.8044
15782	263.033	4.383888889	0.7986
15812	263.533	4.392222222	0.7926
15842	264.033	4.400555556	0.8031
15872	264.533	4.408888889	0.7978
15902	265.033	4.417222222	0.799
15932	265.533	4.425555556	0.801
15963	266.05	4.434166667	0.7952
15993	266.55	4.4425	0.8011
16023	267.05	4.450833333	0.8016
16053	267.55	4.459166667	0.8027
16083	268.05	4.4675	0.7974
16113	268.55	4.475833333	0.7917
16144	269.067	4.484444444	0.8101
16174	269.567	4.492777778	0.7994
16204	270.067	4.501111111	0.7973
16234	270.567	4.509444444	0.8042
16264	271.067	4.517777778	0.8046
16295	271.583	4.526388889	0.798
16325	272.083	4.534722222	0.8012
16355	272.583	4.543055556	0.7989
16385	273.083	4.551388889	0.8031
16415	273.583	4.559722222	0.7986
16445	274.083	4.568055556	0.8022
16476	274.6	4.576666667	0.8001
16506	275.1	4.585	0.7969
16536	275.6	4.593333333	0.8052
16566	276.1	4.601666667	0.7981
16596	276.6	4.61	0.8021
16627	277.117	4.618611111	0.8048
16657	277.617	4.626944444	0.8012
16687	278.117	4.635277778	0.8
16717	278.617	4.643611111	0.7976
16747	279.117	4.651944444	0.8016
16777	279.617	4.660277778	0.7976
16808	280.133	4.668888889	0.7986
16838	280.633	4.677222222	0.8003
16868	281.133	4.685555556	0.7998
16898	281.633	4.693888889	0.7979
16928	282.133	4.702222222	0.798
16958	282.633	4.710555556	0.7996
16989	283.15	4.719166667	0.8028
17019	283.65	4.7275	0.8037
17049	284.15	4.735833333	0.7945
17079	284.65	4.744166667	0.8064
17109	285.15	4.7525	0.8014
17139	285.65	4.760833333	0.8046
17170	286.167	4.769444444	0.8033
17200	286.667	4.777777778	0.7986
17230	287.167	4.786111111	0.802
17260	287.667	4.794444444	0.7983
17290	288.167	4.802777778	0.7955
17321	288.683	4.811388889	0.805
17351	289.183	4.819722222	0.7951
17381	289.683	4.828055556	0.7994
17411	290.183	4.836388889	0.8009
17441	290.683	4.844722222	0.8061
17471	291.183	4.853055556	0.7925
17502	291.7	4.861666667	0.8043
17532	292.2	4.87	0.794
17562	292.7	4.878333333	0.8008
17592	293.2	4.886666667	0.7973
17622	293.7	4.895	0.8005
17652	294.2	4.903333333	0.8003
17683	294.717	4.911944444	0.7977
17713	295.217	4.920277778	0.798
17743	295.717	4.928611111	0.8
17773	296.217	4.936944444	0.7996
17803	296.717	4.945277778	0.8006
17833	297.217	4.953611111	0.8049
17864	297.733	4.962222222	0.7968
17894	298.233	4.970555556	0.806
17924	298.733	4.978888889	0.7927
17954	299.233	4.987222222	0.8042
17984	299.733	4.995555556	0.8012
18014	300.233	5.003888889	0.7971
18045	300.75	5.0125	0.7992
18075	301.25	5.020833333	0.8039
18105	301.75	5.029166667	0.801
18135	302.25	5.0375	0.8031
18165	302.75	5.045833333	0.793
18196	303.267	5.054444444	0.8053
18226	303.767	5.062777778	0.7964
18256	304.267	5.071111111	0.802
18286	304.767	5.079444444	0.8019
18316	305.267	5.087777778	0.7991
18346	305.767	5.096111111	0.8013
18377	306.283	5.104722222	0.7985
18407	306.783	5.113055556	0.7978
18437	307.283	5.121388889	0.7972
18467	307.783	5.129722222	0.797
18497	308.283	5.138055556	0.8015
18528	308.8	5.146666667	0.7963
18558	309.3	5.155	0.8033
18588	309.8	5.163333333	0.802
18618	310.3	5.171666667	0.7997
18648	310.8	5.18	0.806
18678	311.3	5.188333333	0.7968
18709	311.817	5.196944444	0.7924
18739	312.317	5.205277778	0.7916
18769	312.817	5.213611111	0.8018
18799	313.317	5.221944444	0.7977
18829	313.817	5.230277778	0.8014
18859	314.317	5.238611111	0.8021
18890	314.833	5.247222222	0.7983
18920	315.333	5.255555556	0.7962
18950	315.833	5.263888889	0.8083
18980	316.333	5.272222222	0.8002
19010	316.833	5.280555556	0.7963
19040	317.333	5.288888889	0.7997
19071	317.85	5.2975	0.7971
19101	318.35	5.305833333	0.8018
19131	318.85	5.314166667	0.8001
19161	319.35	5.3225	0.7968
19191	319.85	5.330833333	0.8011
19221	320.35	5.339166667	0.8025
19252	320.867	5.347777778	0.7975
19282	321.367	5.356111111	0.7996
19312	321.867	5.364444444	0.7997
19342	322.367	5.372777778	0.8028
19372	322.867	5.381111111	0.7987
19402	323.367	5.389444444	0.7978
19433	323.883	5.398055556	0.7958
19463	324.383	5.406388889	0.8059
19493	324.883	5.414722222	0.7953
19523	325.383	5.423055556	0.8063
19553	325.883	5.431388889	0.798
19584	326.4	5.44	0.8022
19614	326.9	5.448333333	0.8024
19644	327.4	5.456666667	0.8008
19674	327.9	5.465	0.804
19704	328.4	5.473333333	0.802
19735	328.917	5.481944444	0.7993
19765	329.417	5.490277778	0.7973
19795	329.917	5.498611111	0.7987
19825	330.417	5.506944444	0.793
19855	330.917	5.515277778	0.8013
19885	331.417	5.523611111	0.8016
19916	331.933	5.532222222	0.7978
19946	332.433	5.540555556	0.7952
19976	332.933	5.548888889	0.8024
20006	333.433	5.557222222	0.7975
20036	333.933	5.565555556	0.8034
20066	334.433	5.573888889	0.8008
20097	334.95	5.5825	0.7953
20127	335.45	5.590833333	0.8048
20157	335.95	5.599166667	0.7955
20187	336.45	5.6075	0.805
20217	336.95	5.615833333	0.8035
20248	337.467	5.624444444	0.7968
20278	337.967	5.632777778	0.8003
20308	338.467	5.641111111	0.7982
20338	338.967	5.649444444	0.7999
20368	339.467	5.657777778	0.8014
20398	339.967	5.666111111	0.8028
20429	340.483	5.674722222	0.8016
20459	340.983	5.683055556	0.8006
20489	341.483	5.691388889	0.7969
20519	341.983	5.699722222	0.8017
20549	342.483	5.708055556	0.7979
20579	342.983	5.716388889	0.8081
20610	343.5	5.725	0.8009
20640	344	5.733333333	0.8005
20670	344.5	5.741666667	0.8049
20700	345	5.75	0.8036
20730	345.5	5.758333333	0.79
20761	346.017	5.766944444	0.8009
20791	346.517	5.775277778	0.7988
20821	347.017	5.783611111	0.7964
20851	347.517	5.791944444	0.801
20881	348.017	5.800277778	0.7964
20911	348.517	5.808611111	0.7968
20942	349.033	5.817222222	0.7993
20972	349.533	5.825555556	0.794
21002	350.033	5.833888889	0.8008
21032	350.533	5.842222222	0.8025
21062	351.033	5.850555556	0.7947
21092	351.533	5.858888889	0.8059
21123	352.05	5.8675	0.7998
21153	352.55	5.875833333	0.8001
21183	353.05	5.884166667	0.8062
21213	353.55	5.8925	0.808
21243	354.05	5.900833333	0.8008
21274	354.567	5.909444444	0.7943
21304	355.067	5.917777778	0.7972
21334	355.567	5.926111111	0.8003
21364	356.067	5.934444444	0.802
21394	356.567	5.942777778	0.7963
21424	357.067	5.951111111	0.8008
21455	357.583	5.959722222	0.7971
21485	358.083	5.968055556	0.7966
21515	358.583	5.976388889	0.8032
21545	359.083	5.984722222	0.7995
21575	359.583	5.993055556	0.8023
21605	360.083	6.001388889	0.798
21636	360.6	6.01	0.7968
21666	361.1	6.018333333	0.8032
21696	361.6	6.026666667	0.803
21726	362.1	6.035	0.7997
21756	362.6	6.043333333	0.7954
21786	363.1	6.051666667	0.7991
21817	363.617	6.060277778	0.7972
21847	364.117	6.068611111	0.7984
21877	364.617	6.076944444	0.8022
21907	365.117	6.085277778	0.806
21937	365.617	6.093611111	0.7972
21968	366.133	6.102222222	0.7993
21998	366.633	6.110555556	0.8081
22028	367.133	6.118888889	0.802
22058	367.633	6.127222222	0.8016
22088	368.133	6.135555556	0.8065
22118	368.633	6.143888889	0.7943
22149	369.15	6.1525	0.8042
22179	369.65	6.160833333	0.7979
22209	370.15	6.169166667	0.8021
22239	370.65	6.1775	0.8034
22269	371.15	6.185833333	0.7964
22299	371.65	6.194166667	0.8052
22330	372.167	6.202777778	0.8008
22360	372.667	6.211111111	0.7988
22390	373.167	6.219444444	0.8051
22420	373.667	6.227777778	0.8042
22450	374.167	6.236111111	0.7941
22481	374.683	6.244722222	0.8008
22511	375.183	6.253055556	0.7965
22541	375.683	6.261388889	0.8019
22571	376.183	6.269722222	0.8007
22601	376.683	6.278055556	0.8014
22631	377.183	6.286388889	0.7904
22662	377.7	6.295	0.8083
22692	378.2	6.303333333	0.8019
22722	378.7	6.311666667	0.7987
22752	379.2	6.32	0.7969
22782	379.7	6.328333333	0.7999
22812	380.2	6.336666667	0.7936
22843	380.717	6.345277778	0.8062
22873	381.217	6.353611111	0.8025
22903	381.717	6.361944444	0.7964
22933	382.217	6.370277778	0.8012
22963	382.717	6.378611111	0.7976
22993	383.217	6.386944444	0.7973
23024	383.733	6.395555556	0.8016
23054	384.233	6.403888889	0.8025
23084	384.733	6.412222222	0.8067
23114	385.233	6.420555556	0.8033
23144	385.733	6.428888889	0.7913
23175	386.25	6.4375	0.8043
23205	386.75	6.445833333	0.8055
23235	387.25	6.454166667	0.7996
23265	387.75	6.4625	0.8056
23295	388.25	6.470833333	0.7993
23326	388.767	6.479444444	0.7978
23356	389.267	6.487777778	0.7993
23386	389.767	6.496111111	0.7966
23416	390.267	6.504444444	0.8002
23446	390.767	6.512777778	0.8043
23476	391.267	6.521111111	0.7938
23507	391.783	6.529722222	0.8016
23537	392.283	6.538055556	0.8042
23567	392.783	6.546388889	0.8027
23597	393.283	6.554722222	0.7972
23627	393.783	6.563055556	0.8002
23658	394.3	6.571666667	0.7921
23688	394.8	6.58	0.8018
23718	395.3	6.588333333	0.8002
23748	395.8	6.596666667	0.7953
23778	396.3	6.605	0.8056
23808	396.8	6.613333333	0.7993
