sec	min	hour	od
2880	48	0.8	0.6982
2910	48.5	0.808333333	0.7001
2940	49	0.816666667	0.6968
2970	49.5	0.825	0.6979
3000	50	0.833333333	0.6955
3031	50.5167	0.841944444	0.704
3061	51.0167	0.850277778	0.7009
3091	51.5167	0.858611111	0.7013
3121	52.0167	0.866944444	0.7043
3151	52.5167	0.875277778	0.7071
3181	53.0167	0.883611111	0.7007
3211	53.5167	0.891944444	0.7035
3241	54.0167	0.900277778	0.702
3271	54.5167	0.908611111	0.711
3301	55.0167	0.916944444	0.7099
3331	55.5167	0.925277778	0.716
3361	56.0167	0.933611111	0.7148
3392	56.5333	0.942222222	0.7126
3422	57.0333	0.950555556	0.7144
3452	57.5333	0.958888889	0.716
3482	58.0333	0.967222222	0.7096
3512	58.5333	0.975555556	0.7196
3542	59.0333	0.983888889	0.7164
3572	59.5333	0.992222222	0.7193
3602	60.0333	1.000555556	0.7216
3632	60.5333	1.008888889	0.7183
3662	61.0333	1.017222222	0.7221
3692	61.5333	1.025555556	0.722
3722	62.0333	1.033888889	0.7217
3752	62.5333	1.042222222	0.7233
3782	63.0333	1.050555556	0.7189
3812	63.5333	1.058888889	0.724
3842	64.0333	1.067222222	0.7202
3872	64.5333	1.075555556	0.7279
3903	65.05	1.084166667	0.7328
3933	65.55	1.0925	0.7286
3963	66.05	1.100833333	0.7332
3993	66.55	1.109166667	0.7294
4023	67.05	1.1175	0.7344
4053	67.55	1.125833333	0.7396
4083	68.05	1.134166667	0.7396
4113	68.55	1.1425	0.7333
4143	69.05	1.150833333	0.7383
4173	69.55	1.159166667	0.7395
4203	70.05	1.1675	0.74
4233	70.55	1.175833333	0.7434
4263	71.05	1.184166667	0.7397
4293	71.55	1.1925	0.7413
4323	72.05	1.200833333	0.7443
4353	72.55	1.209166667	0.7471
4383	73.05	1.2175	0.7463
4414	73.5667	1.226111111	0.7491
4444	74.0667	1.234444444	0.7451
4474	74.5667	1.242777778	0.7539
4504	75.0667	1.251111111	0.7518
4534	75.5667	1.259444444	0.7453
4564	76.0667	1.267777778	0.7553
4594	76.5667	1.276111111	0.7501
4624	77.0667	1.284444444	0.7544
4654	77.5667	1.292777778	0.7517
4684	78.0667	1.301111111	0.7594
4714	78.5667	1.309444444	0.7511
4744	79.0667	1.317777778	0.7637
4774	79.5667	1.326111111	0.7614
4804	80.0667	1.334444444	0.7585
4834	80.5667	1.342777778	0.7556
4864	81.0667	1.351111111	0.7617
4894	81.5667	1.359444444	0.7613
4925	82.0833	1.368055556	0.7637
4955	82.5833	1.376388889	0.7626
4985	83.0833	1.384722222	0.7633
5015	83.5833	1.393055556	0.7724
5045	84.0833	1.401388889	0.7687
5075	84.5833	1.409722222	0.7615
5105	85.0833	1.418055556	0.7721
5135	85.5833	1.426388889	0.766
5165	86.0833	1.434722222	0.7705
5195	86.5833	1.443055556	0.7704
5225	87.0833	1.451388889	0.7709
5255	87.5833	1.459722222	0.7692
5285	88.0833	1.468055556	0.7706
5315	88.5833	1.476388889	0.7758
5345	89.0833	1.484722222	0.7786
5375	89.5833	1.493055556	0.7741
5405	90.0833	1.501388889	0.7756
5436	90.6	1.51	0.7774
5466	91.1	1.518333333	0.7791
5496	91.6	1.526666667	0.7806
5526	92.1	1.535	0.7748
5556	92.6	1.543333333	0.7839
5586	93.1	1.551666667	0.782
5616	93.6	1.56	0.7853
5646	94.1	1.568333333	0.7821
5676	94.6	1.576666667	0.7826
5706	95.1	1.585	0.7877
5736	95.6	1.593333333	0.7844
5766	96.1	1.601666667	0.7926
5796	96.6	1.61	0.7847
5826	97.1	1.618333333	0.7875
5856	97.6	1.626666667	0.7924
5886	98.1	1.635	0.7938
5917	98.6167	1.643611111	0.7879
5947	99.1167	1.651944444	0.7925
5977	99.6167	1.660277778	0.79
6007	100.117	1.668611111	0.7939
6037	100.617	1.676944444	0.7975
6067	101.117	1.685277778	0.7932
6097	101.617	1.693611111	0.7929
6127	102.117	1.701944444	0.8025
6157	102.617	1.710277778	0.8019
6187	103.117	1.718611111	0.7965
6217	103.617	1.726944444	0.8026
6247	104.117	1.735277778	0.7983
6278	104.633	1.743888889	0.8071
6308	105.133	1.752222222	0.799
6338	105.633	1.760555556	0.8005
6368	106.133	1.768888889	0.8036
6398	106.633	1.777222222	0.7996
6428	107.133	1.785555556	0.8004
6458	107.633	1.793888889	0.8032
6488	108.133	1.802222222	0.8067
6518	108.633	1.810555556	0.8103
6548	109.133	1.818888889	0.7993
6579	109.65	1.8275	0.802
6609	110.15	1.835833333	0.8052
6639	110.65	1.844166667	0.8093
6669	111.15	1.8525	0.8002
6699	111.65	1.860833333	0.8094
6729	112.15	1.869166667	0.8075
6759	112.65	1.8775	0.8077
6789	113.15	1.885833333	0.8047
6820	113.667	1.894444444	0.8097
6850	114.167	1.902777778	0.8067
6880	114.667	1.911111111	0.8099
6910	115.167	1.919444444	0.8071
6940	115.667	1.927777778	0.8078
6970	116.167	1.936111111	0.808
7001	116.683	1.944722222	0.8059
7031	117.183	1.953055556	0.8094
7061	117.683	1.961388889	0.811
7091	118.183	1.969722222	0.8036
7121	118.683	1.978055556	0.8057
7151	119.183	1.986388889	0.8085
7182	119.7	1.995	0.8079
7212	120.2	2.003333333	0.8001
7242	120.7	2.011666667	0.8019
7272	121.2	2.02	0.8084
7302	121.7	2.028333333	0.803
7332	122.2	2.036666667	0.8025
7363	122.717	2.045277778	0.8087
7393	123.217	2.053611111	0.8043
7423	123.717	2.061944444	0.8104
7453	124.217	2.070277778	0.8097
7483	124.717	2.078611111	0.8021
7513	125.217	2.086944444	0.8039
7544	125.733	2.095555556	0.8052
7574	126.233	2.103888889	0.7967
7604	126.733	2.112222222	0.8058
7634	127.233	2.120555556	0.8064
7664	127.733	2.128888889	0.804
7694	128.233	2.137222222	0.8032
7725	128.75	2.145833333	0.8086
7755	129.25	2.154166667	0.8047
7785	129.75	2.1625	0.8
7815	130.25	2.170833333	0.7939
7845	130.75	2.179166667	0.7973
7875	131.25	2.1875	0.8082
7905	131.75	2.195833333	0.8032
7936	132.267	2.204444444	0.8004
7966	132.767	2.212777778	0.8023
7996	133.267	2.221111111	0.8027
8026	133.767	2.229444444	0.8133
8057	134.283	2.238055556	0.8078
8087	134.783	2.246388889	0.7968
8117	135.283	2.254722222	0.7967
8147	135.783	2.263055556	0.798
8177	136.283	2.271388889	0.7978
8207	136.783	2.279722222	0.8023
8238	137.3	2.288333333	0.7998
8268	137.8	2.296666667	0.7998
8298	138.3	2.305	0.801
8328	138.8	2.313333333	0.8029
8358	139.3	2.321666667	0.7988
8388	139.8	2.33	0.7998
8419	140.317	2.338611111	0.8024
8449	140.817	2.346944444	0.8032
8480	141.333	2.355555556	0.8085
8510	141.833	2.363888889	0.8001
8540	142.333	2.372222222	0.7997
8570	142.833	2.380555556	0.8052
8600	143.333	2.388888889	0.8017
8631	143.85	2.3975	0.7942
8661	144.35	2.405833333	0.8044
8691	144.85	2.414166667	0.7988
8721	145.35	2.4225	0.8003
8752	145.867	2.431111111	0.7943
8782	146.367	2.439444444	0.804
8812	146.867	2.447777778	0.8065
8842	147.367	2.456111111	0.803
8873	147.883	2.464722222	0.8008
8903	148.383	2.473055556	0.8051
8933	148.883	2.481388889	0.8003
8963	149.383	2.489722222	0.8003
8994	149.9	2.498333333	0.8011
9024	150.4	2.506666667	0.8049
9054	150.9	2.515	0.7944
9084	151.4	2.523333333	0.8089
9115	151.917	2.531944444	0.8023
9145	152.417	2.540277778	0.7973
9175	152.917	2.548611111	0.7959
9205	153.417	2.556944444	0.8034
9235	153.917	2.565277778	0.8042
9266	154.433	2.573888889	0.8009
9296	154.933	2.582222222	0.8039
9326	155.433	2.590555556	0.7995
9356	155.933	2.598888889	0.8008
9387	156.45	2.6075	0.8042
9417	156.95	2.615833333	0.7993
9447	157.45	2.624166667	0.8036
9477	157.95	2.6325	0.8071
9508	158.467	2.641111111	0.798
9538	158.967	2.649444444	0.8005
9568	159.467	2.657777778	0.804
9598	159.967	2.666111111	0.7975
9628	160.467	2.674444444	0.8024
9658	160.967	2.682777778	0.8012
9688	161.467	2.691111111	0.8043
9719	161.983	2.699722222	0.8032
9749	162.483	2.708055556	0.8006
9779	162.983	2.716388889	0.799
9809	163.483	2.724722222	0.797
9839	163.983	2.733055556	0.8
9869	164.483	2.741388889	0.8091
9900	165	2.75	0.8014
9930	165.5	2.758333333	0.8021
9960	166	2.766666667	0.8074
9990	166.5	2.775	0.7964
10020	167	2.783333333	0.8023
10051	167.517	2.791944444	0.8075
10081	168.017	2.800277778	0.7976
10111	168.517	2.808611111	0.8026
10141	169.017	2.816944444	0.7988
10171	169.517	2.825277778	0.8036
10201	170.017	2.833611111	0.7992
10232	170.533	2.842222222	0.8056
10262	171.033	2.850555556	0.7996
10292	171.533	2.858888889	0.8088
10322	172.033	2.867222222	0.7976
10353	172.55	2.875833333	0.8007
10383	173.05	2.884166667	0.8002
10413	173.55	2.8925	0.8025
10443	174.05	2.900833333	0.7995
10473	174.55	2.909166667	0.8
10503	175.05	2.9175	0.7953
10533	175.55	2.925833333	0.8054
10564	176.067	2.934444444	0.7943
10594	176.567	2.942777778	0.796
10624	177.067	2.951111111	0.8002
10654	177.567	2.959444444	0.8019
10684	178.067	2.967777778	0.801
10714	178.567	2.976111111	0.8002
10745	179.083	2.984722222	0.8076
10775	179.583	2.993055556	0.8017
10805	180.083	3.001388889	0.7971
10835	180.583	3.009722222	0.8026
10865	181.083	3.018055556	0.8029
10896	181.6	3.026666667	0.8019
10926	182.1	3.035	0.792
10956	182.6	3.043333333	0.802
10986	183.1	3.051666667	0.8046
11016	183.6	3.06	0.8075
11046	184.1	3.068333333	0.7972
11077	184.617	3.076944444	0.7987
11107	185.117	3.085277778	0.7941
11137	185.617	3.093611111	0.8079
11167	186.117	3.101944444	0.8032
11197	186.617	3.110277778	0.7988
11227	187.117	3.118611111	0.798
11258	187.633	3.127222222	0.7969
11288	188.133	3.135555556	0.7998
11318	188.633	3.143888889	0.8051
11348	189.133	3.152222222	0.8005
11378	189.633	3.160555556	0.8044
11409	190.15	3.169166667	0.7996
11439	190.65	3.1775	0.804
11469	191.15	3.185833333	0.7992
11499	191.65	3.194166667	0.8069
11529	192.15	3.2025	0.7962
11559	192.65	3.210833333	0.7937
11589	193.15	3.219166667	0.798
11620	193.667	3.227777778	0.8068
11650	194.167	3.236111111	0.7984
11680	194.667	3.244444444	0.7971
11710	195.167	3.252777778	0.8017
11740	195.667	3.261111111	0.7993
11770	196.167	3.269444444	0.8039
11801	196.683	3.278055556	0.8006
11831	197.183	3.286388889	0.8016
11861	197.683	3.294722222	0.797
11891	198.183	3.303055556	0.8025
11921	198.683	3.311388889	0.8005
11952	199.2	3.32	0.8115
11982	199.7	3.328333333	0.8038
12012	200.2	3.336666667	0.7987
12042	200.7	3.345	0.807
12073	201.217	3.353611111	0.7931
12103	201.717	3.361944444	0.7997
12133	202.217	3.370277778	0.7991
12163	202.717	3.378611111	0.8017
12193	203.217	3.386944444	0.8068
12224	203.733	3.395555556	0.7955
12254	204.233	3.403888889	0.7969
12284	204.733	3.412222222	0.8094
12315	205.25	3.420833333	0.8019
12345	205.75	3.429166667	0.803
12375	206.25	3.4375	0.8003
12405	206.75	3.445833333	0.7982
12436	207.267	3.454444444	0.8012
12466	207.767	3.462777778	0.805
12496	208.267	3.471111111	0.806
12527	208.783	3.479722222	0.8009
12557	209.283	3.488055556	0.7993
12587	209.783	3.496388889	0.7994
12617	210.283	3.504722222	0.8078
12648	210.8	3.513333333	0.8032
12678	211.3	3.521666667	0.7994
12708	211.8	3.53	0.8008
12738	212.3	3.538333333	0.8069
12768	212.8	3.546666667	0.8001
12799	213.317	3.555277778	0.7948
12829	213.817	3.563611111	0.801
12859	214.317	3.571944444	0.8033
12889	214.817	3.580277778	0.802
12919	215.317	3.588611111	0.8044
12950	215.833	3.597222222	0.8025
12980	216.333	3.605555556	0.8038
13010	216.833	3.613888889	0.7963
13040	217.333	3.622222222	0.7944
13071	217.85	3.630833333	0.8042
13101	218.35	3.639166667	0.8038
13131	218.85	3.6475	0.8021
13161	219.35	3.655833333	0.7937
13192	219.867	3.664444444	0.7985
13222	220.367	3.672777778	0.7989
13252	220.867	3.681111111	0.7992
13282	221.367	3.689444444	0.8025
13313	221.883	3.698055556	0.8009
13343	222.383	3.706388889	0.8055
13373	222.883	3.714722222	0.7979
13404	223.4	3.723333333	0.7999
13434	223.9	3.731666667	0.7989
13464	224.4	3.74	0.8052
13494	224.9	3.748333333	0.8026
13525	225.417	3.756944444	0.8024
13555	225.917	3.765277778	0.802
13585	226.417	3.773611111	0.8025
13615	226.917	3.781944444	0.7967
13645	227.417	3.790277778	0.8021
13676	227.933	3.798888889	0.8033
13706	228.433	3.807222222	0.7985
13736	228.933	3.815555556	0.8053
13766	229.433	3.823888889	0.8038
13796	229.933	3.832222222	0.8033
13827	230.45	3.840833333	0.7935
13857	230.95	3.849166667	0.8059
13887	231.45	3.8575	0.8008
13917	231.95	3.865833333	0.7998
13947	232.45	3.874166667	0.8069
13978	232.967	3.882777778	0.8022
14008	233.467	3.891111111	0.8024
14038	233.967	3.899444444	0.8008
14068	234.467	3.907777778	0.7987
14099	234.983	3.916388889	0.7996
14129	235.483	3.924722222	0.7987
14159	235.983	3.933055556	0.7982
14189	236.483	3.941388889	0.8038
14219	236.983	3.949722222	0.7976
14250	237.5	3.958333333	0.7978
14280	238	3.966666667	0.8055
14310	238.5	3.975	0.8016
14340	239	3.983333333	0.8022
14370	239.5	3.991666667	0.7977
14401	240.017	4.000277778	0.8039
14431	240.517	4.008611111	0.8054
14461	241.017	4.016944444	0.8024
14491	241.517	4.025277778	0.8014
14521	242.017	4.033611111	0.7962
14552	242.533	4.042222222	0.8038
14582	243.033	4.050555556	0.8058
14612	243.533	4.058888889	0.8033
14642	244.033	4.067222222	0.8018
14673	244.55	4.075833333	0.7953
14703	245.05	4.084166667	0.7986
14733	245.55	4.0925	0.7974
14763	246.05	4.100833333	0.8027
14793	246.55	4.109166667	0.805
14823	247.05	4.1175	0.8004
14854	247.567	4.126111111	0.8078
14884	248.067	4.134444444	0.799
14914	248.567	4.142777778	0.8026
14944	249.067	4.151111111	0.8096
14975	249.583	4.159722222	0.7974
15005	250.083	4.168055556	0.7985
15035	250.583	4.176388889	0.8002
15065	251.083	4.184722222	0.7995
15095	251.583	4.193055556	0.8067
15126	252.1	4.201666667	0.7958
15156	252.6	4.21	0.7942
15186	253.1	4.218333333	0.8073
15216	253.6	4.226666667	0.8008
15246	254.1	4.235	0.7978
15277	254.617	4.243611111	0.7986
15307	255.117	4.251944444	0.7965
15337	255.617	4.260277778	0.8017
15367	256.117	4.268611111	0.8038
15397	256.617	4.276944444	0.8024
15428	257.133	4.285555556	0.8017
15458	257.633	4.293888889	0.8023
15488	258.133	4.302222222	0.7998
15518	258.633	4.310555556	0.8046
15549	259.15	4.319166667	0.8018
15579	259.65	4.3275	0.7951
15609	260.15	4.335833333	0.8013
15639	260.65	4.344166667	0.7968
15669	261.15	4.3525	0.8025
15700	261.667	4.361111111	0.802
15730	262.167	4.369444444	0.8015
15760	262.667	4.377777778	0.8047
15790	263.167	4.386111111	0.8074
15820	263.667	4.394444444	0.7951
15851	264.183	4.403055556	0.8022
15881	264.683	4.411388889	0.8051
15911	265.183	4.419722222	0.7964
15941	265.683	4.428055556	0.805
15971	266.183	4.436388889	0.7996
16002	266.7	4.445	0.8014
16032	267.2	4.453333333	0.7975
16062	267.7	4.461666667	0.7992
16092	268.2	4.47	0.8017
16123	268.717	4.478611111	0.7986
16153	269.217	4.486944444	0.8082
16183	269.717	4.495277778	0.7998
16213	270.217	4.503611111	0.8036
16243	270.717	4.511944444	0.7982
16274	271.233	4.520555556	0.8001
16304	271.733	4.528888889	0.7943
16334	272.233	4.537222222	0.8009
16364	272.733	4.545555556	0.7993
16394	273.233	4.553888889	0.7969
16425	273.75	4.5625	0.804
16455	274.25	4.570833333	0.8021
16485	274.75	4.579166667	0.7996
16515	275.25	4.5875	0.7972
16546	275.767	4.596111111	0.798
16576	276.267	4.604444444	0.7976
16606	276.767	4.612777778	0.804
16636	277.267	4.621111111	0.8006
16666	277.767	4.629444444	0.7985
16697	278.283	4.638055556	0.7974
16727	278.783	4.646388889	0.7972
16757	279.283	4.654722222	0.7998
16787	279.783	4.663055556	0.797
16817	280.283	4.671388889	0.7988
16848	280.8	4.68	0.7973
16878	281.3	4.688333333	0.8009
16908	281.8	4.696666667	0.8014
16938	282.3	4.705	0.7978
16968	282.8	4.713333333	0.793
16999	283.317	4.721944444	0.7961
17029	283.817	4.730277778	0.8055
17059	284.317	4.738611111	0.7944
17089	284.817	4.746944444	0.8027
17119	285.317	4.755277778	0.8006
17150	285.833	4.763888889	0.8051
17180	286.333	4.772222222	0.7941
17210	286.833	4.780555556	0.8023
17240	287.333	4.788888889	0.796
17270	287.833	4.797222222	0.8036
17301	288.35	4.805833333	0.7991
17331	288.85	4.814166667	0.8002
17361	289.35	4.8225	0.8009
17391	289.85	4.830833333	0.8025
17421	290.35	4.839166667	0.8007
17452	290.867	4.847777778	0.8052
17482	291.367	4.856111111	0.7994
17512	291.867	4.864444444	0.7975
17542	292.367	4.872777778	0.8037
17573	292.883	4.881388889	0.7924
17603	293.383	4.889722222	0.8023
17633	293.883	4.898055556	0.8023
17663	294.383	4.906388889	0.8002
17693	294.883	4.914722222	0.7971
17723	295.383	4.923055556	0.8027
17754	295.9	4.931666667	0.802
17784	296.4	4.94	0.7992
17814	296.9	4.948333333	0.802
17844	297.4	4.956666667	0.81
17875	297.917	4.965277778	0.7958
17905	298.417	4.973611111	0.8003
17935	298.917	4.981944444	0.7987
17965	299.417	4.990277778	0.806
17995	299.917	4.998611111	0.8024
18026	300.433	5.007222222	0.8031
18056	300.933	5.015555556	0.798
18086	301.433	5.023888889	0.8037
18116	301.933	5.032222222	0.7993
18147	302.45	5.040833333	0.8007
18177	302.95	5.049166667	0.8012
18207	303.45	5.0575	0.8014
18237	303.95	5.065833333	0.8013
18267	304.45	5.074166667	0.7994
18298	304.967	5.082777778	0.7974
18328	305.467	5.091111111	0.8088
18358	305.967	5.099444444	0.8015
18388	306.467	5.107777778	0.8039
18419	306.983	5.116388889	0.7974
18449	307.483	5.124722222	0.8033
18479	307.983	5.133055556	0.7969
18509	308.483	5.141388889	0.8053
18540	309	5.15	0.7981
18570	309.5	5.158333333	0.8006
18600	310	5.166666667	0.7975
18630	310.5	5.175	0.8034
18660	311	5.183333333	0.7984
18691	311.517	5.191944444	0.7995
18721	312.017	5.200277778	0.7999
18751	312.517	5.208611111	0.8017
18781	313.017	5.216944444	0.8008
18812	313.533	5.225555556	0.7994
18842	314.033	5.233888889	0.8051
18872	314.533	5.242222222	0.7985
18902	315.033	5.250555556	0.807
18932	315.533	5.258888889	0.7996
18963	316.05	5.2675	0.8014
18993	316.55	5.275833333	0.7997
19023	317.05	5.284166667	0.8012
19053	317.55	5.2925	0.8015
19084	318.067	5.301111111	0.8011
19114	318.567	5.309444444	0.8024
19144	319.067	5.317777778	0.8014
19174	319.567	5.326111111	0.8014
19205	320.083	5.334722222	0.8032
19235	320.583	5.343055556	0.7978
19265	321.083	5.351388889	0.8045
19295	321.583	5.359722222	0.7997
19326	322.1	5.368333333	0.8036
19356	322.6	5.376666667	0.7954
19386	323.1	5.385	0.8028
19416	323.6	5.393333333	0.798
19447	324.117	5.401944444	0.7979
19477	324.617	5.410277778	0.8014
19507	325.117	5.418611111	0.7999
19537	325.617	5.426944444	0.8053
19567	326.117	5.435277778	0.7951
19598	326.633	5.443888889	0.8027
19628	327.133	5.452222222	0.8019
19658	327.633	5.460555556	0.8039
19688	328.133	5.468888889	0.8043
19719	328.65	5.4775	0.8046
19749	329.15	5.485833333	0.7969
19779	329.65	5.494166667	0.7961
19809	330.15	5.5025	0.8003
19839	330.65	5.510833333	0.7995
19870	331.167	5.519444444	0.8064
19900	331.667	5.527777778	0.8029
19930	332.167	5.536111111	0.8009
19960	332.667	5.544444444	0.7977
19991	333.183	5.553055556	0.8044
20021	333.683	5.561388889	0.7993
20051	334.183	5.569722222	0.799
20081	334.683	5.578055556	0.7987
20112	335.2	5.586666667	0.798
20142	335.7	5.595	0.7982
20172	336.2	5.603333333	0.7991
20202	336.7	5.611666667	0.8027
20232	337.2	5.62	0.8026
20263	337.717	5.628611111	0.8014
20293	338.217	5.636944444	0.8019
20323	338.717	5.645277778	0.8004
20353	339.217	5.653611111	0.807
20384	339.733	5.662222222	0.8014
20414	340.233	5.670555556	0.7966
20444	340.733	5.678888889	0.7985
20474	341.233	5.687222222	0.7966
20505	341.75	5.695833333	0.8022
20535	342.25	5.704166667	0.8064
20565	342.75	5.7125	0.7969
20595	343.25	5.720833333	0.8034
20626	343.767	5.729444444	0.7999
20656	344.267	5.737777778	0.8058
20686	344.767	5.746111111	0.8025
20716	345.267	5.754444444	0.798
20747	345.783	5.763055556	0.8093
20777	346.283	5.771388889	0.7986
20807	346.783	5.779722222	0.8016
20837	347.283	5.788055556	0.7981
20868	347.8	5.796666667	0.8013
20898	348.3	5.805	0.8045
20928	348.8	5.813333333	0.7982
20958	349.3	5.821666667	0.7997
20989	349.817	5.830277778	0.8012
21019	350.317	5.838611111	0.8012
21050	350.833	5.847222222	0.7961
21080	351.333	5.855555556	0.8003
21110	351.833	5.863888889	0.807
21140	352.333	5.872222222	0.8008
21171	352.85	5.880833333	0.8012
21201	353.35	5.889166667	0.7935
21231	353.85	5.8975	0.8023
21261	354.35	5.905833333	0.8
21292	354.867	5.914444444	0.7992
21322	355.367	5.922777778	0.7973
21352	355.867	5.931111111	0.8013
21382	356.367	5.939444444	0.8049
21413	356.883	5.948055556	0.7977
21443	357.383	5.956388889	0.797
21473	357.883	5.964722222	0.7998
21503	358.383	5.973055556	0.7978
21533	358.883	5.981388889	0.8029
21564	359.4	5.99	0.8064
21594	359.9	5.998333333	0.8037
21624	360.4	6.006666667	0.7964
21654	360.9	6.015	0.7972
21685	361.417	6.023611111	0.801
21715	361.917	6.031944444	0.8031
21745	362.417	6.040277778	0.8017
21775	362.917	6.048611111	0.7998
21806	363.433	6.057222222	0.8016
21836	363.933	6.065555556	0.8057
21866	364.433	6.073888889	0.7985
21896	364.933	6.082222222	0.8015
21927	365.45	6.090833333	0.7987
21957	365.95	6.099166667	0.8011
21987	366.45	6.1075	0.8025
22017	366.95	6.115833333	0.8
22048	367.467	6.124444444	0.7964
22078	367.967	6.132777778	0.7967
22108	368.467	6.141111111	0.8031
22138	368.967	6.149444444	0.805
22169	369.483	6.158055556	0.796
22199	369.983	6.166388889	0.7981
22229	370.483	6.174722222	0.7979
22259	370.983	6.183055556	0.8015
22290	371.5	6.191666667	0.8021
22320	372	6.2	0.8023
22351	372.517	6.208611111	0.8011
22381	373.017	6.216944444	0.8023
22411	373.517	6.225277778	0.8015
22442	374.033	6.233888889	0.8003
22472	374.533	6.242222222	0.7955
22502	375.033	6.250555556	0.8056
22532	375.533	6.258888889	0.8031
22563	376.05	6.2675	0.7991
22593	376.55	6.275833333	0.7986
22623	377.05	6.284166667	0.8036
22654	377.567	6.292777778	0.8022
22684	378.067	6.301111111	0.8031
22714	378.567	6.309444444	0.7898
22744	379.067	6.317777778	0.7996
22775	379.583	6.326388889	0.8043
22805	380.083	6.334722222	0.7973
22835	380.583	6.343055556	0.7979
22865	381.083	6.351388889	0.8005
22896	381.6	6.36	0.8004
22926	382.1	6.368333333	0.8033
22956	382.6	6.376666667	0.8008
22987	383.117	6.385277778	0.7981
23017	383.617	6.393611111	0.7998
23047	384.117	6.401944444	0.8055
23078	384.633	6.410555556	0.7951
23108	385.133	6.418888889	0.7976
23138	385.633	6.427222222	0.8068
23168	386.133	6.435555556	0.8002
23199	386.65	6.444166667	0.7978
23229	387.15	6.4525	0.7992
23259	387.65	6.460833333	0.7973
23289	388.15	6.469166667	0.8057
23320	388.667	6.477777778	0.7995
23350	389.167	6.486111111	0.7996
23380	389.667	6.494444444	0.8033
23410	390.167	6.502777778	0.8001
23441	390.683	6.511388889	0.7963
23471	391.183	6.519722222	0.7988
23501	391.683	6.528055556	0.8084
23532	392.2	6.536666667	0.7991
23562	392.7	6.545	0.795
23592	393.2	6.553333333	0.8008
23622	393.7	6.561666667	0.8041
23653	394.217	6.570277778	0.8048
23683	394.717	6.578611111	0.8008
23713	395.217	6.586944444	0.7996
23743	395.717	6.595277778	0.8023
23774	396.233	6.603888889	0.7969
23804	396.733	6.612222222	0.7955
23834	397.233	6.620555556	0.8012
23864	397.733	6.628888889	0.7994
23895	398.25	6.6375	0.8045
23925	398.75	6.645833333	0.802
23955	399.25	6.654166667	0.7971
23985	399.75	6.6625	0.8079
24016	400.267	6.671111111	0.7941
24046	400.767	6.679444444	0.7986
24076	401.267	6.687777778	0.8083
24107	401.783	6.696388889	0.7967
24137	402.283	6.704722222	0.8017
